"c_object_ID","NRI","JSG","NZA","ROZ","TZG","NWN","KRG","OPT"
"2949","P.1607.2012.370","","","","","","3399",""
"2950","P.1607.2012.375","","","","","","3400",""
"2951","P.1607.2012.376","","","","","","3401",""
"2952","P.1607.2012.377","","","","","","3402",""
"2953","P.1607.2012.378","","","","","","3403",""
"2954","P.1607.2012.379","","","","","","3404",""
"2955","P.1607.2012.380","","","","","","3405",""
"2956","P.1607.2012.381","","","","","","3406",""
"2957","P.1607.2012.382","","","","","","3407",""
"2958","P.1607.2013.286","","","","","","3408",""
"2959","P.1607.2013.287","","","","","","3409",""
"2960","P.1607.2013.288","","","","","","3410",""
"2961","P.1607.2013.289","","","","","","3411",""
"2962","P.1607.2013.334","","","","","","3412",""
"2963","P.1607.2013.345","","","","","","3413",""
"2964","P.1607.2013.348","","","","","","3414",""
"2965","P.1607.2013.349","","","","","","3415",""
"2966","P.1607.2006.394","","","","","","3416",""
"2967","P.1607.2007.374","","","","","","3417",""
"2968","P.1607.2007.375","","","","","","3418",""
"2969","P.1607.2007.410","","","","","","3419",""
"2970","P.1607.2007.411","","","","","","3420",""
"2971","P.1607.2007.412","","","","","","3421",""
"2972","P.1607.2007.413","","","","","","3422",""
"2973","P.1607.2007.414","","","","","","3423",""
"2974","P.1607.2007.415","","","","","","3424",""
"2975","P.1607.2007.416","","","","","","3425",""
"2976","P.1607.2007.417","","","","","","3426",""
"2977","P.1607.2007.418","","","","","","3427",""
"2978","P.1607.2007.419","","","","","","3428",""
"2979","P.1607.2007.420","","","","","","3429",""
"2980","P.1607.2007.460","","","","","","3430",""
"2981","P.1607.2007.461","","","","","","3431",""
"2982","P.1607.2008.474","","","","","","3432",""
"2983","P.1607.2008.475","","","","","","3433",""
"2984","P.1607.2008.476","","","","","","3434",""
"2985","P.1607.2008.477","","","","","","3435",""
"2986","P.1607.2008.524","","","","","","3436",""
"2987","P.1607.2008.525","","","","","","3437",""
"2988","P.1607.2008.526","","","","","","3438",""
"2989","P.1607.2008.527","","","","","","3439",""
"2990","P.1607.2008.528","","","","","","3440",""
"2991","P.1607.2008.529","","","","","","3441",""
"2992","P.1607.2008.530","","","","","","3442",""
"2993","P.1607.2008.531","","","","","","3443",""
"2994","P.1607.2008.532","","","","","","3444",""
"2995","P.1607.2008.533","","","","","","3445",""
"2996","P.1607.2008.598","","","","","","3446",""
"2997","P.1607.2008.599","","","","","","3447",""
"2998","P.1607.2009.399","","","","","","3448",""
"2999","P.1607.2009.400","","","","","","3449",""
"3000","P.1607.2009.401","","","","","","3450",""
"3001","P.1607.2009.402","","","","","","3451",""
"3002","P.1607.2009.405","","","","","","3452",""
"3003","P.1607.2009.406","","","","","","3453",""
"3004","P.1607.2009.475","","","","","","3454",""
"3005","P.1607.2009.476","","","","","","3455",""
"3006","P.1607.2009.477","","","","","","3456",""
"3007","P.1607.2009.478","","","","","","3457",""
"3008","P.1607.2009.595","","","","","","3458",""
"3009","P.1607.2009.596","","","","","","3459",""
"3010","P.1607.2010.370","","","","","","3460",""
"3011","P.1607.2010.399","","","","","","3461",""
"3012","P.1607.2010.400","","","","","","3462",""
"3013","P.1607.2010.401","","","","","","3463",""
"3014","P.1607.2010.402","","","","","","3464",""
"3015","P.1607.2010.433","","","","","","3465",""
"3016","P.1607.2010.434","","","","","","3466",""
"3017","P.1607.2010.435","","","","","","3355",""
"3018","P.1607.2010.438","","","","","","3467",""
"3019","P.1607.2010.439","","","","","","3468",""
"3020","P.1607.2010.440","","","","","","3469",""
"3021","P.1607.2010.441","","","","","","3470",""
"3022","P.1607.2010.442","","","","","","3471",""
"3023","P.1607.2010.443","","","","","","3472",""
"3024","P.1607.2010.444","","","","","","3473",""
"3025","P.1607.2010.445","","","","","","3474",""
"3026","P.1607.2010.446","","","","","","3475",""
"3027","P.1607.2010.447","","","","","","3476",""
"3028","P.1607.2010.448","","","","","","3477",""
"3029","P.1607.2010.449","","","","","","3478",""
"3030","P.1607.2010.450","","","","","","3479",""
"3031","P.1607.2010.451","","","","","","3480",""
"3032","P.1607.2010.452","","","","","","3481",""
"3033","P.1607.2010.453","","","","","","3482",""
"3034","P.1607.2010.454","","","","","","3483",""
"3035","P.1607.2010.455","","","","","","3484",""
"3036","P.1607.2010.456","","","","","","3485",""
"3037","P.1607.2010.457","","","","","","3486",""
"3038","P.1607.2010.458","","","","","","3487",""
"3039","P.1607.2010.459","","","","","","3488",""
"3040","P.1607.2011.418","","","","","","3489",""
"3041","P.1607.2011.419","","","","","","3490",""
"3042","P.1607.2011.420","","","","","","3491",""
"3043","P.1607.2011.421","","","","","","3492",""
"3044","P.1607.2011.422","","","","","","3493",""
"3045","P.1607.2011.460","","","","","","3494",""
"3046","P.1607.2011.461","","","","","","3495",""
"3047","P.1607.2011.462","","","","","","3496",""
"3048","P.1607.2011.463","","","","","","3497",""
"3049","P.1607.2011.464","","","","","","3498",""
"3050","P.1607.2011.465","","","","","","3499",""
"3051","P.1607.2011.466","","","","","","3500",""
"3052","P.1607.2011.467","","","","","","3501",""
"3053","P.1607.2011.468","","","","","","3502",""
"3054","P.1607.2011.469","","","","","","3503",""
"3055","P.1607.2011.470","","","","","","3504",""
"3056","P.1607.2011.471","","","","","","3505",""
"3057","P.1607.2011.472","","","","","","3506",""
"3058","P.1607.2011.473","","","","","","3507",""
"3059","P.1607.2011.474","","","","","","3508",""
"3060","P.1607.2011.475","","","","","","3509",""
"3061","P.1607.2011.476","","","","","","3510",""
"3062","P.1607.2011.477","","","","","","3511",""
"3063","P.1607.2011.478","","","","","","3512",""
"3064","P.1607.2011.479","","","","","","3513",""
"3065","P.1607.2011.480","","","","","","3514",""
"3066","P.1607.2011.481","","","","","","3515",""
"3067","P.1607.2011.482","","","","","","3516",""
"3068","P.1607.2011.483","","","","","","3517",""
"3069","P.1607.2011.484","","","","","","3518",""
"3070","P.1607.2011.485","","","","","","3519",""
"3071","P.1607.2011.643","","","","","","3520",""
"3072","P.1607.2012.327","","","","","","3521",""
"3073","P.1607.2012.328","","","","","","3522",""
"3074","P.1607.2012.329","","","","","","3523",""
"3075","P.1607.2012.330","","","","","","3524",""
"3076","P.1607.2012.331","","","","","","3525",""
"3077","P.1607.2012.332","","","","","","3526",""
"3078","P.1607.2012.383","","","","","","3527",""
"3079","P.1607.2012.384","","","","","","3528",""
"3080","P.1607.2012.385","","","","","","3529",""
"3081","P.1607.2012.387","","","","","","3530",""
"3082","P.1607.2012.391","","","","","","3531",""
"3083","P.1607.2012.397","","","","","","3532",""
"3084","P.1607.2012.398","","","","","","3533",""
"3085","P.1607.2012.399","","","","","","3534",""
"3086","P.1607.2012.401","","","","","","3535",""
"3087","P.1607.2013.293","","","","","","3536",""
"3088","P.1607.2013.294","","","","","","3537",""
"3089","P.1607.2013.295","","","","","","3538",""
"3090","P.1607.2013.296","","","","","","3539",""
"3091","P.1607.2013.301","","","","","","3540",""
"3092","P.1607.2013.302","","","","","","3541",""
"3093","P.1607.2013.351","","","","","","3542",""
"3094","P.1607.2013.352","","","","","","3543",""
"3095","P.1607.2013.359","","","","","","3544",""
"3096","P.1607.2013.472","","","","","","3545",""
"3097","P.1607.2013.473","","","","","","3546",""
"3098","P.1607.2007.376","","","","","","3547",""
"3099","P.1607.2007.377","","","","","","3548",""
"3100","P.1607.2007.378","","","","","","3549",""
"3101","P.1607.2007.421","","","","","","3550",""
"3102","P.1607.2007.422","","","","","","3551",""
"3103","P.1607.2007.423","","","","","","3552",""
"3104","P.1607.2007.424","","","","","","3553",""
"3105","P.1607.2007.425","","","","","","3554",""
"3106","P.1607.2007.426","","","","","","3555",""
"3107","P.1607.2007.427","","","","","","3556",""
"3108","P.1607.2008.478","","","","","","3557",""
"3109","P.1607.2008.479","","","","","","3558",""
"3110","P.1607.2008.480","","","","","","3559",""
"3111","P.1607.2008.534","","","","","","3560",""
"3112","P.1607.2008.535","","","","","","3561",""
"3113","P.1607.2008.536","","","","","","3562",""
"3114","P.1607.2008.537","","","","","","3563",""
"3115","P.1607.2009.407","","","","","","3564",""
"3116","P.1607.2009.485","","","","","","3565",""
"3117","P.1607.2009.486","","","","","","3566",""
"3118","P.1607.2009.600","","","","","","3567",""
"3119","P.1607.2010.371","","","","","","3568",""
"3120","P.1607.2010.403","","","","","","3569",""
"3121","P.1607.2010.460","","","","","","3570",""
"3122","P.1607.2010.461","","","","","","3355",""
"3123","P.1607.2010.462","","","","","","3571",""
"3124","P.1607.2010.463","","","","","","3572",""
"3125","P.1607.2010.464","","","","","","3573",""
"3126","P.1607.2010.465","","","","","","3574",""
"3127","P.1607.2010.620","","","","","","3575",""
"3128","P.1607.2010.621","","","","","","3576",""
"3129","P.1607.2011.423","","","","","","3577",""
"3130","P.1607.2011.486","","","","","","3578",""
"3131","P.1607.2011.487","","","","","","3579",""
"3132","P.1607.2011.488","","","","","","3580",""
"3133","P.1607.2011.489","","","","","","3581",""
"3134","P.1607.2011.490","","","","","","3582",""
"3135","P.1607.2011.491","","","","","","3583",""
"3136","P.1607.2011.644","","","","","","3584",""
"3137","P.1607.2011.645","","","","","","3585",""
"3138","P.1607.2011.646","","","","","","3586",""
"3139","P.1607.2011.647","","","","","","3587",""
"3140","P.1607.2011.648","","","","","","3588",""
"3141","P.1607.2012.334","","","","","","3589",""
"3142","P.1607.2012.335","","","","","","3590",""
"3143","P.1607.2012.336","","","","","","3591",""
"3144","P.1607.2012.403","","","","","","3592",""
"3145","P.1607.2012.404","","","","","","3593",""
"3146","P.1607.2012.405","","","","","","3594",""
"3147","P.1607.2012.406","","","","","","3595",""
"3148","P.1607.2012.407","","","","","","3596",""
"3149","P.1607.2012.408","","","","","","3597",""
"3150","P.1607.2012.411","","","","","","3598",""
"3151","P.1607.2012.412","","","","","","3599",""
"3152","P.1607.2012.501","","","","","","3600",""
"3153","P.1607.2013.303","","","","","","3601",""
"3154","P.1607.2013.370","","","","","","3602",""
"3155","P.1607.2006.395","","","","","","3603",""
"3156","P.1607.2006.398","","","","","","3604",""
"3157","P.1607.2007.379","","","","","","3605",""
"3158","P.1607.2007.380","","","","","","3606",""
"3159","P.1607.2007.381","","","","","","3607",""
"3160","P.1607.2007.382","","","","","","3608",""
"3161","P.1607.2007.428","","","","","","3609",""
"3162","P.1607.2007.429","","","","","","3610",""
"3163","P.1607.2007.430","","","","","","3611",""
"3164","P.1607.2007.431","","","","","","3612",""
"3165","P.1607.2007.432","","","","","","3613",""
"3166","P.1607.2007.433","","","","","","3614",""
"3167","P.1607.2007.434","","","","","","3615",""
"3168","P.1607.2007.435","","","","","","3616",""
"3169","P.1607.2007.436","","","","","","3617",""
"3170","P.1607.2007.437","","","","","","3618",""
"3171","P.1607.2008.481","","","","","","3619",""
"3172","P.1607.2008.482","","","","","","3620",""
"3173","P.1607.2008.483","","","","","","3621",""
"3174","P.1607.2008.484","","","","","","3622",""
"3175","P.1607.2008.485","","","","","","3623",""
"3176","P.1607.2008.486","","","","","","3624",""
"3177","P.1607.2008.538","","","","","","3625",""
"3178","P.1607.2008.539","","","","","","3626",""
"3179","P.1607.2008.540","","","","","","3627",""
"3180","P.1607.2008.541","","","","","","3628",""
"3181","P.1607.2008.542","","","","","","3629",""
"3182","P.1607.2008.543","","","","","","3630",""
"3183","P.1607.2008.544","","","","","","3631",""
"3184","P.1607.2008.545","","","","","","3632",""
"3185","P.1607.2008.546","","","","","","3633",""
"3186","P.1607.2008.547","","","","","","3634",""
"3187","P.1607.2008.548","","","","","","3635",""
"3188","P.1607.2009.411","","","","","","3636",""
"3189","P.1607.2009.412","","","","","","3637",""
"3190","P.1607.2009.413","","","","","","3638",""
"3191","P.1607.2009.492","","","","","","3639",""
"3192","P.1607.2009.496","","","","","","3640",""
"3193","P.1607.2009.503","","","","","","3641",""
"3194","P.1607.2009.602","","","","","","3642",""
"3195","P.1607.2010.372","","","","","","3643",""
"3196","P.1607.2010.373","","","","","","3644",""
"3197","P.1607.2010.375","","","","","","3645",""
"3198","P.1607.2010.377","","","","","","3646",""
"3199","P.1607.2010.378","","","","","","3647",""
"3200","P.1607.2010.404","","","","","","3648",""
"3201","P.1607.2010.405","","","","","","3649",""
"3202","P.1607.2010.466","","","","","","3650",""
"3203","P.1607.2010.468","","","","","","3651",""
"3204","P.1607.2010.469","","","","","","3652",""
"3205","P.1607.2010.470","","","","","","3355",""
"3206","P.1607.2010.471","","","","","","3653",""
"3207","P.1607.2010.472","","","","","","3654",""
"3208","P.1607.2010.473","","","","","","3655",""
"3209","P.1607.2010.474","","","","","","3656",""
"3210","P.1607.2010.475","","","","","","3657",""
"3211","P.1607.2010.476","","","","","","3658",""
"3212","P.1607.2010.477","","","","","","3659",""
"3213","P.1607.2010.479","","","","","","3660",""
"3214","P.1607.2010.480","","","","","","3661",""
"3215","P.1607.2010.481","","","","","","3662",""
"3216","P.1607.2010.482","","","","","","3663",""
"3217","P.1607.2010.483","","","","","","3664",""
"3218","P.1607.2011.424","","","","","","3665",""
"3219","P.1607.2011.425","","","","","","3666",""
"3220","P.1607.2011.426","","","","","","3667",""
"3221","P.1607.2011.427","","","","","","3668",""
"3222","P.1607.2011.492","","","","","","3669",""
"3223","P.1607.2011.493","","","","","","3670",""
"3224","P.1607.2011.494","","","","","","3671",""
"3225","P.1607.2011.495","","","","","","3672",""
"3226","P.1607.2011.496","","","","","","3673",""
"3227","P.1607.2011.497","","","","","","3674",""
"3228","P.1607.2011.498","","","","","","3675",""
"3229","P.1607.2011.499","","","","","","3676",""
"3230","P.1607.2011.500","","","","","","3677",""
"3231","P.1607.2011.501","","","","","","3678",""
"3232","P.1607.2011.502","","","","","","3679",""
"3233","P.1607.2011.503","","","","","","3680",""
"3234","P.1607.2011.504","","","","","","3681",""
"3235","P.1607.2011.505","","","","","","3682",""
"3236","P.1607.2011.506","","","","","","3683",""
"3237","P.1607.2011.507","","","","","","3684",""
"3238","P.1607.2011.508","","","","","","3685",""
"3239","P.1607.2011.509","","","","","","3686",""
"3240","P.1607.2011.510","","","","","","3687",""
"3241","P.1607.2011.649","","","","","","3688",""
"3242","P.1607.2011.650","","","","","","3689",""
"3243","P.1607.2012.337","","","","","","3690",""
"3244","P.1607.2012.338","","","","","","3691",""
"3245","P.1607.2012.413","","","","","","3692",""
"3246","P.1607.2012.414","","","","","","3693",""
"3247","P.1607.2012.415","","","","","","3694",""
"3248","P.1607.2012.416","","","","","","3695",""
"3249","P.1607.2012.418","","","","","","3696",""
"3250","P.1607.2012.420","","","","","","3697",""
"3251","P.1607.2012.422","","","","","","3698",""
"3252","P.1607.2012.423","","","","","","3699",""
"3253","P.1607.2013.305","","","","","","3700",""
"3254","P.1607.2013.373","","","","","","3701",""
"3255","P.1607.2013.375","","","","","","3702",""
"3256","P.1607.2013.389","","","","","","3703",""
"3257","P.1607.2013.390","","","","","","3704",""
"3258","P.1607.2006.396","","","","","","3705",""
"3259","P.1607.2006.399","","","","","","3706",""
"3260","P.1607.2007.383","","","","","","3707",""
"3261","P.1607.2007.438","","","","","","3708",""
"3262","P.1607.2007.439","","","","","","3709",""
"3263","P.1607.2008.487","","","","","","3710",""
"3264","P.1607.2008.488","","","","","","3711",""
"3265","P.1607.2008.549","","","","","","3712",""
"3266","P.1607.2008.550","","","","","","3713",""
"3267","P.1607.2009.415","","","","","","3714",""
"3268","P.1607.2009.512","","","","","","3715",""
"3269","P.1607.2009.513","","","","","","3716",""
"3270","P.1607.2009.514","","","","","","3717",""
"3271","P.1607.2009.515","","","","","","3718",""
"3272","P.1607.2009.516","","","","","","3719",""
"3273","P.1607.2009.519","","","","","","3720",""
"3274","P.1607.2009.520","","","","","","3721",""
"3275","P.1607.2010.379","","","","","","3722",""
"3276","P.1607.2010.380","","","","","","3723",""
"3277","P.1607.2010.381","","","","","","3724",""
"3278","P.1607.2010.406","","","","","","3725",""
"3279","P.1607.2010.407","","","","","","3726",""
"3280","P.1607.2010.485","","","","","","3727",""
"3281","P.1607.2010.489","","","","","","3355",""
"3282","P.1607.2010.491","","","","","","3728",""
"3283","P.1607.2010.492","","","","","","3729",""
"3284","P.1607.2010.493","","","","","","3730",""
"3285","P.1607.2010.494","","","","","","3731",""
"3286","P.1607.2010.495","","","","","","3732",""
"3287","P.1607.2010.496","","","","","","3733",""
"3288","P.1607.2010.497","","","","","","3734",""
"3289","P.1607.2010.498","","","","","","3735",""
"3290","P.1607.2010.499","","","","","","3736",""
"3291","P.1607.2010.500","","","","","","3737",""
"3292","P.1607.2010.501","","","","","","3738",""
"3293","P.1607.2010.502","","","","","","3739",""
"3294","P.1607.2010.503","","","","","","3740",""
"3295","P.1607.2010.504","","","","","","3741",""
"3296","P.1607.2010.505","","","","","","3742",""
"3297","P.1607.2010.506","","","","","","3743",""
"3298","P.1607.2011.511","","","","","","3744",""
"3299","P.1607.2011.512","","","","","","3745",""
"3300","P.1607.2011.513","","","","","","3746",""
"3301","P.1607.2011.514","","","","","","3747",""
"3302","P.1607.2011.515","","","","","","3748",""
"3303","P.1607.2011.516","","","","","","3749",""
"3304","P.1607.2011.517","","","","","","3750",""
"3305","P.1607.2011.518","","","","","","3751",""
"3306","P.1607.2011.519","","","","","","3752",""
"3307","P.1607.2011.520","","","","","","3753",""
"3308","P.1607.2011.521","","","","","","3754",""
"3309","P.1607.2011.522","","","","","","3755",""
"3310","P.1607.2011.523","","","","","","3756",""
"3311","P.1607.2011.524","","","","","","3757",""
"3312","P.1607.2011.525","","","","","","3758",""
"3313","P.1607.2011.526","","","","","","3759",""
"3314","P.1607.2011.527","","","","","","3760",""
"3315","P.1607.2012.339","","","","","","3761",""
"3316","P.1607.2012.340","","","","","","3762",""
"3317","P.1607.2012.341","","","","","","3763",""
"3318","P.1607.2012.426","","","","","","3764",""
"3319","P.1607.2007.384","","","","","","3765",""
"3320","P.1607.2007.385","","","","","","3766",""
"3321","P.1607.2007.386","","","","","","3767",""
"3322","P.1607.2007.440","","","","","","3768",""
"3323","P.1607.2007.462","","","","","","3769",""
"3324","P.1607.2007.463","","","","","","3770",""
"3325","P.1607.2007.464","","","","","","3771",""
"3326","P.1607.2008.489","","","","","","3772",""
"3327","P.1607.2008.490","","","","","","3773",""
"3328","P.1607.2008.491","","","","","","3774",""
"3329","P.1607.2008.492","","","","","","3775",""
"3330","P.1607.2008.493","","","","","","3776",""
"3331","P.1607.2008.494","","","","","","3777",""
"3332","P.1607.2008.495","","","","","","3778",""
"3333","P.1607.2008.496","","","","","","3779",""
"3334","P.1607.2008.551","","","","","","3780",""
"3335","P.1607.2008.552","","","","","","3781",""
"3336","P.1607.2008.553","","","","","","3782",""
"3337","P.1607.2008.554","","","","","","3783",""
"3338","P.1607.2009.417","","","","","","3784",""
"3339","P.1607.2009.418","","","","","","3785",""
"3340","P.1607.2009.419","","","","","","3786",""
"3341","P.1607.2009.420","","","","","","3787",""
"3342","P.1607.2009.421","","","","","","3788",""
"3343","P.1607.2009.521","","","","","","3789",""
"3344","P.1607.2010.382","","","","","","3790",""
"3345","P.1607.2010.383","","","","","","3791",""
"3346","P.1607.2010.384","","","","","","3792",""
"3347","P.1607.2010.385","","","","","","3793",""
"3348","P.1607.2010.386","","","","","","3794",""
"3349","P.1607.2010.507","","","","","","3355",""
"3350","P.1607.2010.508","","","","","","3795",""
"3351","P.1607.2010.509","","","","","","3796",""
"3352","P.1607.2010.511","","","","","","3797",""
"3353","P.1607.2010.513","","","","","","3798",""
"3354","P.1607.2010.514","","","","","","3799",""
"3355","P.1607.2010.516","","","","","","3800",""
"3356","P.1607.2010.518","","","","","","3801",""
"3357","P.1607.2010.519","","","","","","3802",""
"3358","P.1607.2010.520","","","","","","3803",""
"3359","P.1607.2010.522","","","","","","3804",""
"3360","P.1607.2010.622","","","","","","3805",""
"3361","P.1607.2011.428","","","","","","3806",""
"3362","P.1607.2011.429","","","","","","3807",""
"3363","P.1607.2011.430","","","","","","3808",""
"3364","P.1607.2011.528","","","","","","3809",""
"3365","P.1607.2011.529","","","","","","3810",""
"3366","P.1607.2011.530","","","","","","3811",""
"3367","P.1607.2011.531","","","","","","3812",""
"3368","P.1607.2011.532","","","","","","3813",""
"3369","P.1607.2011.533","","","","","","3814",""
"3370","P.1607.2011.534","","","","","","3815",""
"3371","P.1607.2011.535","","","","","","3816",""
"3372","P.1607.2011.536","","","","","","3817",""
"3373","P.1607.2011.537","","","","","","3818",""
"3374","P.1607.2011.538","","","","","","3819",""
"3375","P.1607.2011.539","","","","","","3820",""
"3376","P.1607.2011.540","","","","","","3821",""
"3377","P.1607.2011.541","","","","","","3822",""
"3378","P.1607.2011.542","","","","","","3823",""
"3379","P.1607.2011.543","","","","","","3824",""
"3380","P.1607.2011.544","","","","","","3825",""
"3381","P.1607.2011.545","","","","","","3826",""
"3382","P.1607.2011.546","","","","","","3827",""
"3383","P.1607.2012.427","","","","","","3828",""
"3384","P.1607.2012.429","","","","","","3829",""
"3385","P.1607.2012.430","","","","","","3830",""
"3386","P.1607.2012.431","","","","","","3831",""
"3387","P.1607.2013.308","","","","","","3832",""
"3388","P.1607.2013.311","","","","","","3833",""
"3389","P.1607.2013.313","","","","","","3834",""
"3390","P.1607.2013.314","","","","","","3835",""
"3391","P.1607.2013.398","","","","","","3836",""
"3392","P.1607.2013.399","","","","","","3837",""
"3393","P.1607.2013.402","","","","","","3838",""
"3394","P.1607.2006.397","","","","","","3839",""
"3395","P.1607.2007.387","","","","","","3840",""
"3396","P.1607.2007.388","","","","","","3841",""
"3397","P.1607.2007.389","","","","","","3842",""
"3398","P.1607.2007.390","","","","","","3843",""
"3399","P.1607.2007.391","","","","","","3844",""
"3400","P.1607.2007.441","","","","","","3845",""
"3401","P.1607.2007.442","","","","","","3846",""
"3402","P.1607.2007.443","","","","","","3847",""
"3403","P.1607.2007.444","","","","","","3848",""
"3404","P.1607.2007.445","","","","","","3849",""
"3405","P.1607.2007.446","","","","","","3850",""
"3406","P.1607.2007.447","","","","","","3851",""
"3407","P.1607.2008.497","","","","","","3852",""
"3408","P.1607.2008.498","","","","","","3853",""
"3409","P.1607.2008.499","","","","","","3854",""
"3410","P.1607.2008.500","","","","","","3855",""
"3411","P.1607.2008.501","","","","","","3856",""
"3412","P.1607.2008.502","","","","","","3857",""
"3413","P.1607.2008.503","","","","","","3858",""
"3414","P.1607.2008.504","","","","","","3859",""
"3415","P.1607.2008.505","","","","","","3860",""
"3416","P.1607.2008.506","","","","","","3861",""
"3417","P.1607.2008.555","","","","","","3862",""
"3418","P.1607.2008.556","","","","","","3863",""
"3419","P.1607.2008.557","","","","","","3864",""
"3420","P.1607.2008.558","","","","","","3865",""
"3421","P.1607.2008.559","","","","","","3866",""
"3422","P.1607.2008.560","","","","","","3867",""
"3423","P.1607.2008.561","","","","","","3868",""
"3424","P.1607.2008.562","","","","","","3869",""
"3425","P.1607.2008.563","","","","","","3870",""
"3426","P.1607.2008.564","","","","","","3871",""
"3427","P.1607.2008.600","","","","","","3872",""
"3428","P.1607.2009.422","","","","","","3873",""
"3429","P.1607.2009.428","","","","","","3874",""
"3430","P.1607.2009.429","","","","","","3875",""
"3431","P.1607.2009.430","","","","","","3876",""
"3432","P.1607.2009.431","","","","","","3877",""
"3433","P.1607.2009.432","","","","","","3878",""
"3434","P.1607.2009.435","","","","","","3879",""
"3435","P.1607.2009.436","","","","","","3880",""
"3436","P.1607.2009.437","","","","","","3881",""
"3437","P.1607.2009.525","","","","","","3882",""
"3438","P.1607.2009.528","","","","","","3883",""
"3439","P.1607.2009.529","","","","","","3884",""
"3440","P.1607.2009.530","","","","","","3885",""
"3441","P.1607.2009.531","","","","","","3886",""
"3442","P.1607.2009.532","","","","","","3887",""
"3443","P.1607.2009.533","","","","","","3888",""
"3444","P.1607.2009.534","","","","","","3889",""
"3445","P.1607.2009.535","","","","","","3890",""
"3446","P.1607.2009.536","","","","","","3891",""
"3447","P.1607.2009.537","","","","","","3892",""
"3448","P.1607.2009.538","","","","","","3893",""
"3449","P.1607.2009.547","","","","","","3894",""
"3450","P.1607.2009.553","","","","","","3895",""
"3451","P.1607.2009.554","","","","","","3896",""
"3452","P.1607.2010.387","","","","","","3897",""
"3453","P.1607.2010.388","","","","","","3898",""
"3454","P.1607.2010.389","","","","","","3899",""
"3455","P.1607.2010.391","","","","","","3900",""
"3456","P.1607.2010.408","","","","","","3901",""
"3457","P.1607.2010.409","","","","","","3902",""
"3458","P.1607.2010.410","","","","","","3903",""
"3459","P.1607.2010.523","","","","","","3904",""
"3460","P.1607.2010.525","","","","","","3905",""
"3461","P.1607.2010.529","","","","","","3355",""
"3462","P.1607.2010.530","","","","","","3906",""
"3463","P.1607.2010.531","","","","","","3907",""
"3464","P.1607.2010.532","","","","","","3908",""
"3465","P.1607.2010.533","","","","","","3909",""
"3466","P.1607.2010.534","","","","","","3910",""
"3467","P.1607.2010.535","","","","","","3911",""
"3468","P.1607.2010.536","","","","","","3912",""
"3469","P.1607.2010.537","","","","","","3913",""
"3470","P.1607.2010.538","","","","","","3914",""
"3471","P.1607.2010.539","","","","","","3915",""
"3472","P.1607.2010.540","","","","","","3916",""
"3473","P.1607.2010.541","","","","","","3917",""
"3474","P.1607.2010.543","","","","","","3918",""
"3475","P.1607.2010.545","","","","","","3919",""
"3476","P.1607.2010.546","","","","","","3920",""
"3477","P.1607.2010.547","","","","","","3921",""
"3478","P.1607.2010.548","","","","","","3922",""
"3479","P.1607.2010.549","","","","","","3923",""
"3480","P.1607.2010.550","","","","","","3924",""
"3481","P.1607.2010.551","","","","","","3925",""
"3482","P.1607.2010.552","","","","","","3926",""
"3483","P.1607.2010.553","","","","","","3927",""
"3484","P.1607.2010.554","","","","","","3928",""
"3485","P.1607.2010.624","","","","","","3929",""
"3486","P.1607.2011.431","","","","","","3489",""
"3487","P.1607.2011.432","","","","","","3930",""
"3488","P.1607.2011.433","","","","","","3931",""
"3489","P.1607.2011.434","","","","","","3932",""
"3490","P.1607.2011.547","","","","","","3933",""
"3491","P.1607.2011.548","","","","","","3934",""
"3492","P.1607.2011.549","","","","","","3935",""
"3493","P.1607.2011.550","","","","","","3936",""
"3494","P.1607.2011.551","","","","","","3937",""
"3495","P.1607.2011.552","","","","","","3938",""
"3496","P.1607.2011.553","","","","","","3939",""
"3497","P.1607.2011.554","","","","","","3940",""
"3498","P.1607.2011.555","","","","","","3941",""
"3499","P.1607.2011.556","","","","","","3942",""
"3500","P.1607.2011.557","","","","","","3943",""
"3501","P.1607.2011.558","","","","","","3944",""
"3502","P.1607.2011.559","","","","","","3945",""
"3503","P.1607.2011.560","","","","","","3946",""
"3504","P.1607.2011.561","","","","","","3947",""
"3505","P.1607.2011.562","","","","","","3948",""
"3506","P.1607.2011.563","","","","","","3949",""
"3507","P.1607.2011.564","","","","","","3950",""
"3508","P.1607.2011.565","","","","","","3951",""
"3509","P.1607.2011.566","","","","","","3952",""
"3510","P.1607.2011.567","","","","","","3953",""
"3511","P.1607.2011.568","","","","","","3954",""
"3512","P.1607.2011.569","","","","","","3955",""
"3513","P.1607.2011.570","","","","","","3956",""
"3514","P.1607.2011.571","","","","","","3957",""
"3515","P.1607.2011.572","","","","","","3958",""
"3516","P.1607.2011.573","","","","","","3959",""
"3517","P.1607.2011.574","","","","","","3960",""
"3518","P.1607.2011.575","","","","","","3961",""
"3519","P.1607.2011.576","","","","","","3962",""
"3520","P.1607.2011.577","","","","","","3963",""
"3521","P.1607.2011.578","","","","","","3964",""
"3522","P.1607.2011.579","","","","","","3965",""
"3523","P.1607.2011.580","","","","","","3966",""
"3524","P.1607.2011.581","","","","","","3967",""
"3525","P.1607.2012.342","","","","","","3968",""
"3526","P.1607.2012.343","","","","","","3969",""
"3527","P.1607.2012.345","","","","","","3970",""
"3528","P.1607.2012.432","","","","","","3971",""
"3529","P.1607.2012.433","","","","","","3972",""
